clean_text,label,airline_sentiment,tweet_created,airline,retweet_count
stop using word company fleet fleek,0,negative,2015-02-23 18:30:29+00:00,Delta,31
fleet fleek jet blizzue hizouse,2,positive,2015-02-23 18:29:50+00:00,Delta,1
fleet fleek fly anymore good run,0,negative,2015-02-23 18:29:28+00:00,Delta,7
excited first time sunday march fly jetblue flight mint jfk looking forward,2,positive,2015-02-23 18:29:07+00:00,Delta,0
okay fleet fleek,1,neutral,2015-02-23 18:28:58+00:00,Delta,1
fleet fleek really jetblue fleek hell yall petty,0,negative,2015-02-23 18:28:05+00:00,Delta,0
fleet fleek,1,neutral,2015-02-23 18:28:02+00:00,Delta,0
hahah love flying jet blue tho,2,positive,2015-02-23 18:27:58+00:00,Delta,0
fleet fleek lmfao,1,neutral,2015-02-23 18:27:46+00:00,Delta,0
fleet fleek yasss jetblue tell,2,positive,2015-02-23 18:27:35+00:00,Delta,0
booked flight guys reconsidering decision now after reading tweet,0,negative,2015-02-23 18:27:11+00:00,Delta,1
didnt tweet nah fleet fleek,1,neutral,2015-02-23 18:25:07+00:00,Delta,0
lmfao love,2,positive,2015-02-23 18:25:05+00:00,Delta,0
woof,1,neutral,2015-02-23 18:23:44+00:00,Delta,0
little time then lol well actually lot days excited,2,positive,2015-02-23 18:23:34+00:00,Delta,0
why fleet fleek,0,negative,2015-02-23 18:23:31+00:00,Delta,0
fleet fleek fleek dead yet now,1,neutral,2015-02-23 18:23:25+00:00,Delta,0
flight attendants fucking tho fleet fleek,0,negative,2015-02-23 18:22:08+00:00,Delta,0
fleet fleek way,1,neutral,2015-02-23 18:22:08+00:00,Delta,1
fleet fleek smh,1,neutral,2015-02-23 18:21:49+00:00,Delta,0
now put baggage fees back free fleet fleek,1,neutral,2015-02-23 18:21:45+00:00,Delta,2
bruh real tweet fleet fleek,1,neutral,2015-02-23 18:21:43+00:00,Delta,0
nope fleet fleek,0,negative,2015-02-23 18:20:34+00:00,Delta,0
fleet fleek,1,neutral,2015-02-23 18:20:06+00:00,Delta,1
please stop,0,negative,2015-02-23 18:20:00+00:00,Delta,0
well now make sure never fly jetblue,0,negative,2015-02-23 18:19:04+00:00,Delta,1
fleet fleek,1,neutral,2015-02-23 18:18:56+00:00,Delta,0
please don fleet fleek,1,neutral,2015-02-23 18:18:54+00:00,Delta,0
lmao fleet fleek,2,positive,2015-02-23 18:17:59+00:00,Delta,0
digg,1,neutral,2015-02-23 18:17:52+00:00,Delta,0
well,2,positive,2015-02-23 18:17:52+00:00,Delta,0
want guys first fly cuba nyc,1,neutral,2015-02-23 18:17:49+00:00,Delta,0
haha fleet fleek,0,negative,2015-02-23 18:17:46+00:00,Delta,0
fleet fleek new fav airline,2,positive,2015-02-23 18:17:09+00:00,Delta,1
hopefully now application jetblue donut designer finally through proper channels,2,positive,2015-02-23 18:16:43+00:00,Delta,0
really,1,neutral,2015-02-23 18:16:28+00:00,Delta,0
looking cool,2,positive,2015-02-23 18:16:10+00:00,Delta,0
fleet fleek,1,neutral,2015-02-23 18:15:31+00:00,Delta,0
come,1,neutral,2015-02-23 18:15:30+00:00,Delta,0
definitely lots announcements app great,2,positive,2015-02-23 18:11:08+00:00,Delta,0
else plane duct taped ohboy shouldigetoutandpush airplane flying,0,negative,2015-02-23 18:09:07+00:00,Delta,0
bet,2,positive,2015-02-23 18:07:21+00:00,Delta,0
sure south after breakfast though delayed three hours,0,negative,2015-02-23 18:07:01+00:00,Delta,0
ceo battles appease passengers wall street waterbury republican american,1,neutral,2015-02-23 18:04:07+00:00,Delta,0
thank appreciate,2,positive,2015-02-23 18:03:34+00:00,Delta,0
chairs use some tlc power outlets area bonus headed,2,positive,2015-02-23 18:01:52+00:00,Delta,0
thanks used phone instead computer worked thx again,2,positive,2015-02-23 17:55:22+00:00,Delta,0
someone screen play flights,0,negative,2015-02-23 17:52:29+00:00,Delta,0
one way letting select city strange now some fairs look normal,0,negative,2015-02-23 17:36:21+00:00,Delta,0
alright done alternatively like charter private jet pitt gladly accept,2,positive,2015-02-23 17:28:08+00:00,Delta,0
great job getting flight minutes early too bad minutes counting waiting bags,0,negative,2015-02-23 17:20:49+00:00,Delta,0
absolutely girlfriend flight booking problems mexico flights next day two send tweet done,1,neutral,2015-02-23 17:16:59+00:00,Delta,0
time direct flight jfk pitt official jetblue terminal new york,1,neutral,2015-02-23 17:14:09+00:00,Delta,0
indeed don know going pittsburgh weekend drawing crowd jetblue,1,neutral,2015-02-23 17:07:23+00:00,Delta,0
believe irina flip side super disappointed eatup cafe isn available bos sfo flight today,0,negative,2015-02-23 17:05:25+00:00,Delta,0
good remind horse buggy little delay right,0,negative,2015-02-23 17:03:15+00:00,Delta,0
good know thanks much,2,positive,2015-02-23 17:00:04+00:00,Delta,0
unhappy hour delayed flight missed dinner,0,negative,2015-02-23 16:50:42+00:00,Delta,0
lap infant mons old,1,neutral,2015-02-23 16:47:04+00:00,Delta,0
thanks,1,neutral,2015-02-23 16:43:30+00:00,Delta,0
thank quick response trying request abassinet son great help request,2,positive,2015-02-23 16:39:48+00:00,Delta,0
gerne,1,neutral,2015-02-23 16:39:43+00:00,Delta,0
hey friends stupid question split payment methods flight purchase example debit card billmelate flightr thanks,1,neutral,2015-02-23 16:38:03+00:00,Delta,0
called times everytime auto vmsg wait time longer than mins waited longer than mins answer,0,negative,2015-02-23 16:20:45+00:00,Delta,0
correct rates boston pittsburgh wknd march rates sudden took off made plans came back buy surprised,0,negative,2015-02-23 16:18:15+00:00,Delta,0
expanding nantucket aviation,1,neutral,2015-02-23 16:17:09+00:00,Delta,0
mark austin great handling bag issue thanks,2,positive,2015-02-23 16:14:09+00:00,Delta,0
believe follow send message,1,neutral,2015-02-23 16:10:49+00:00,Delta,0
read over nice glass wine right before dig heels into next novel maybe travel need,1,neutral,2015-02-23 16:04:41+00:00,Delta,0
good one indeed jetblue finest day history,2,positive,2015-02-23 16:02:42+00:00,Delta,0
like actual email address follow thank,1,neutral,2015-02-23 16:02:38+00:00,Delta,0
legal department start running social media channels,1,neutral,2015-02-23 16:01:42+00:00,Delta,0
nope regular line multi faster literally direct wheelchairs strollers into same line ems,0,negative,2015-02-23 16:00:30+00:00,Delta,0
sounds fun work,1,neutral,2015-02-23 15:59:12+00:00,Delta,0
thanks calling right now,2,positive,2015-02-23 15:58:53+00:00,Delta,0
thank isn really responding request sending into generic environment site,0,negative,2015-02-23 15:58:03+00:00,Delta,0
know actual mile high club surely something join,1,neutral,2015-02-23 15:55:05+00:00,Delta,0
hello husband bought trip last night noticed last name misspelled thanks,1,neutral,2015-02-23 15:54:59+00:00,Delta,0
start xweekly flights washington reagan nantucket between jun sep avgeek,1,neutral,2015-02-23 15:52:59+00:00,Delta,0
like communicate directly customer experience executive joanna geraghty email address,0,negative,2015-02-23 15:45:51+00:00,Delta,0
cancelled flight tonight out dfw bos weather,1,neutral,2015-02-23 15:42:14+00:00,Delta,0
haha thanks guys great unlike gopatriots,2,positive,2015-02-23 15:42:14+00:00,Delta,0
thanks,2,positive,2015-02-23 15:36:01+00:00,Delta,0
booked through work added upgrade seat need upgrade receipt,2,positive,2015-02-23 15:23:43+00:00,Delta,0
understood watched fam heading expedited takeoff speaking conference,0,negative,2015-02-23 15:22:59+00:00,Delta,0
thank free flyfi makes already great airline even better jetblue boston westpalmbeach flybetter,2,positive,2015-02-23 15:20:46+00:00,Delta,0
easiest way ticket receipt one check one online thanks,1,neutral,2015-02-23 15:20:34+00:00,Delta,0
thank,2,positive,2015-02-23 15:13:07+00:00,Delta,0
any effort fix points system days call customer service still account update chasing points fun,0,negative,2015-02-23 15:12:22+00:00,Delta,0
tried running curb side self check wasting even time ended flight booking problems united upset,0,negative,2015-02-23 15:08:22+00:00,Delta,0
keeps getting better water plane,0,negative,2015-02-23 15:00:13+00:00,Delta,0
planned boston traffic due recent weather insane expedited made,1,neutral,2015-02-23 14:59:19+00:00,Delta,0
wish best luck enjoying luxurious free amount leg space thanks,2,positive,2015-02-23 14:55:01+00:00,Delta,0
don want jetblue want jetblue wifi,0,negative,2015-02-23 14:44:45+00:00,Delta,0
great see redsox plane reminder side side jfk catsanddogslivingtogether,2,positive,2015-02-23 14:33:46+00:00,Delta,0
love hawaii visit pearl harbor,1,neutral,2015-02-23 14:28:12+00:00,Delta,0
deal flt today departure keeps changing going why late flight,0,negative,2015-02-23 14:25:06+00:00,Delta,0
lol estimated departure time plane hasn even started boarding yet even delays right,0,negative,2015-02-23 14:20:44+00:00,Delta,0
know love honestly complex feedback those pull down sub option forms maddening,0,negative,2015-02-23 14:15:41+00:00,Delta,0
said haven started looking gave limit nyc waldorf astoria find outfit,0,negative,2015-02-23 14:12:07+00:00,Delta,0
best track deals special flight offers liking international options,1,neutral,2015-02-23 14:09:17+00:00,Delta,0
yeah aware hence original msg,0,negative,2015-02-23 13:52:29+00:00,Delta,0
update gate moved complete opposite end terminal airline disaster,0,negative,2015-02-23 13:45:07+00:00,Delta,0
asked either way doesn make flight less delayed,0,negative,2015-02-23 13:40:30+00:00,Delta,0
orlando dca awesome flight attendant robert,2,positive,2015-02-23 13:30:34+00:00,Delta,0
yes filed yesterday around noon claim number haven contacted yet,0,negative,2015-02-23 13:29:44+00:00,Delta,0
shocker flight delayed hour thanks reminding why switched delta,0,negative,2015-02-23 13:14:49+00:00,Delta,0
courtesy mosaic members anyone request water attended promptly daniel flight know better,0,negative,2015-02-23 13:11:42+00:00,Delta,0
having any issues online check colleague getting webpage available after submitting online form,0,negative,2015-02-23 13:06:55+00:00,Delta,0
one yet some,1,neutral,2015-02-23 12:59:55+00:00,Delta,0
going let into gate bos any time soon sittin tarmac waiting,0,negative,2015-02-23 12:30:37+00:00,Delta,0
thanks actually birder love too need outside shouldn too hard trap move,2,positive,2015-02-23 12:28:39+00:00,Delta,0
issue think training information help great ppl service needs switch individual group better,0,negative,2015-02-23 12:26:16+00:00,Delta,0
rats bummer,0,negative,2015-02-23 12:07:33+00:00,Delta,0
sloooooow today,0,negative,2015-02-23 09:54:36+00:00,Delta,0
happy sfo hopefully add pdx soon added two new destinations fll sfo las vegas last year,1,neutral,2015-02-23 09:10:02+00:00,Delta,0
flight jfk sfo pure awesomeness mint class tim attendant best other airlines take notes,2,positive,2015-02-23 08:25:40+00:00,Delta,0
terrible landing,0,negative,2015-02-23 07:41:24+00:00,Delta,0
flight two days ago flight pos,0,negative,2015-02-23 06:37:33+00:00,Delta,0
wall separating row safetyconcerns,1,neutral,2015-02-23 06:31:11+00:00,Delta,0
last sleep cali back jfk tomorrow night looking forward another amazing flight,2,positive,2015-02-23 06:13:14+00:00,Delta,0
woo update flight now possibly delayed than hrs power positive thinking people,0,negative,2015-02-23 06:04:21+00:00,Delta,0
appreciate response already spoke mco response nothing idk mean,0,negative,2015-02-23 05:55:22+00:00,Delta,0
free wifi impressive flyfi,2,positive,2015-02-23 05:52:05+00:00,Delta,0
didn find out flight scheduled leave delayed than hrs until after checking huge fail,0,negative,2015-02-23 05:41:57+00:00,Delta,0
vegas desk said jfk connect held others plane now staff jfk says weather problem epicfail,0,negative,2015-02-23 05:25:28+00:00,Delta,0
other jfk boston flights went off some delay epicfail,0,negative,2015-02-23 04:59:03+00:00,Delta,0
understand delays looking monitor gate says current conditions snow hence delay,1,neutral,2015-02-23 04:58:13+00:00,Delta,0
mint seats awesome best business class,2,positive,2015-02-23 04:56:11+00:00,Delta,0
wtf stuck jfk hrs delay boston cuz say snow snow weather map wtf,0,negative,2015-02-23 04:51:21+00:00,Delta,0
thank getting home despite odds reunited delinquent southwest luggage now homeward,2,positive,2015-02-23 04:39:39+00:00,Delta,0
words staff training joke,0,negative,2015-02-23 04:34:18+00:00,Delta,0
joke missed connecting flight minutes last flight day don hold minutes,0,negative,2015-02-23 04:33:27+00:00,Delta,0
sorry specified meant ground traffic trying into terminal,1,neutral,2015-02-23 04:19:15+00:00,Delta,0
any idea going terminal five jfk seems zero traffic movement,0,negative,2015-02-23 04:14:21+00:00,Delta,0
disappointed lack compassion baggage services dept nearly beg courtesy report,0,negative,2015-02-23 03:59:07+00:00,Delta,0
thanks safety first,2,positive,2015-02-23 03:57:27+00:00,Delta,0
apparently plane delayed coming san juan monsoon today,0,negative,2015-02-23 03:50:18+00:00,Delta,0
sure seemed like jetblue tweeted back asked send selfies watching haha,1,neutral,2015-02-23 03:48:41+00:00,Delta,0
over hour delay going nyc denver come man,0,negative,2015-02-23 03:45:59+00:00,Delta,0
oscars direct flight looking forward devastated,0,negative,2015-02-23 03:43:14+00:00,Delta,0
fix jet bridges minute delay gate still waiting jetblues,0,negative,2015-02-23 03:38:43+00:00,Delta,0
kudos well deserved wish rest experience today measured example,2,positive,2015-02-23 03:37:31+00:00,Delta,0
wake call boarding time please large coffee extralight extra sweet please,2,positive,2015-02-23 03:29:18+00:00,Delta,0
didn work fly plus couldn access abc app spent still missed oscars disappointed,0,negative,2015-02-23 03:23:27+00:00,Delta,0
think come take nap terminal,0,negative,2015-02-23 03:21:36+00:00,Delta,0
safety priority organization clearly,0,negative,2015-02-23 03:19:50+00:00,Delta,0
pretty sure saying ricoh great service down bos happytohelp,1,neutral,2015-02-23 03:18:17+00:00,Delta,0
jfk las still delayed,0,negative,2015-02-23 03:14:51+00:00,Delta,0
lack made rough literally why picked over competitors,0,negative,2015-02-23 03:14:03+00:00,Delta,0
reddit work site ridiculous,0,negative,2015-02-23 03:03:10+00:00,Delta,0
thank new big fan,2,positive,2015-02-23 02:56:09+00:00,Delta,0
best airline wifi ever thank,2,positive,2015-02-23 02:53:30+00:00,Delta,0
tight world best airlines list ranked higher come,1,neutral,2015-02-23 02:48:50+00:00,Delta,0
only take jetblue travel maimi next year guys dont maimi why dont guys maimi,0,negative,2015-02-23 02:39:08+00:00,Delta,0
such bummer understand business deal thanks answering much less sad now,1,neutral,2015-02-23 02:36:37+00:00,Delta,0
aka take stuff out checked bag then carry extra weight someone shoulder surgery,0,negative,2015-02-23 02:33:42+00:00,Delta,0
pilot don worry folks backup backup every part plane thanks guy,2,positive,2015-02-23 02:32:45+00:00,Delta,0
take off blacklist trying work,0,negative,2015-02-23 02:30:45+00:00,Delta,0
goodwill now fine still want new ceo make public apology passengers flight,0,negative,2015-02-23 02:30:27+00:00,Delta,0
thank hopefully soon supposed leave,0,negative,2015-02-23 02:28:29+00:00,Delta,0
thank,2,positive,2015-02-23 02:28:05+00:00,Delta,0
awesome,2,positive,2015-02-23 02:27:30+00:00,Delta,0
okay anything using contactless emv work internal testing training currently apple pay specific,1,neutral,2015-02-23 02:22:32+00:00,Delta,0
hard younger siblings cousin want airplane better than,0,negative,2015-02-23 02:21:59+00:00,Delta,0
potentially stressful situation reflight booking problems flight diffused helped make awesome,0,negative,2015-02-23 02:21:13+00:00,Delta,0
even tho extra lbs still going plane carry sense say fat people,0,negative,2015-02-23 02:16:53+00:00,Delta,0
thought being mosaic member perks best part instead checking extra lbs carrying,0,negative,2015-02-23 02:07:24+00:00,Delta,0
yall going bankrupt inflation really bad these days went overweight fees outrageous,0,negative,2015-02-23 02:04:49+00:00,Delta,0
only show flight abc well live nexttime andthewinneris,0,negative,2015-02-23 02:03:36+00:00,Delta,0
ill call morning too upset right now,0,negative,2015-02-23 02:03:01+00:00,Delta,0
still waiting answer,0,negative,2015-02-23 02:00:07+00:00,Delta,0
thanks help,2,positive,2015-02-23 01:52:30+00:00,Delta,0
love guys,2,positive,2015-02-23 01:51:21+00:00,Delta,0
amount money spent hotels week flight cancelled flightlation another flight doesn make money lost,0,negative,2015-02-23 01:49:57+00:00,Delta,0
being told jfk hour delay reason delay now hard notify hours notice,0,negative,2015-02-23 01:45:25+00:00,Delta,0
far worst airline terms service jfk,0,negative,2015-02-23 01:45:23+00:00,Delta,0
keep waiting time cost anything hundreds people payed thousand dollars feedback,0,negative,2015-02-23 01:44:25+00:00,Delta,0
still best,2,positive,2015-02-23 01:38:17+00:00,Delta,0
please give jetblue permissions world missing oscars right now awful whyabcwhy,2,positive,2015-02-23 01:38:05+00:00,Delta,0
thanks delay result scheduling issues than weather relate flightd problems,0,negative,2015-02-23 01:37:57+00:00,Delta,0
checking often most probably hand oscars out nerds geeks badly dressed,1,neutral,2015-02-23 01:37:50+00:00,Delta,0
less concerned about delay than about being notified until looked board flight delayed,0,negative,2015-02-23 01:36:27+00:00,Delta,0
thanks made,2,positive,2015-02-23 01:36:06+00:00,Delta,0
after boarding flight captain informs exceed hrs regulation turned plane around incredible,0,negative,2015-02-23 01:35:59+00:00,Delta,0
